genome_name	new_name	taxonomy
GCA_000195515.1	bacteria01774	Bacillus amyloliquefaciens TA208 
GCA_000195535.1	bacteria01775	Francisella cf. novicida Fx1 
GCA_000195555.1	bacteria01776	Francisella cf. tularensis subsp. novicida 3523 
GCA_000195575.1	bacteria01777	Carnobacterium sp. 17-4 
GCA_000195675.1	bacteria01778	Bordetella bronchiseptica RB50 
GCA_000195695.1	bacteria01779	Bordetella parapertussis 12822 
GCA_000195715.1	bacteria01780	Bordetella pertussis Tohama I 
GCA_000195735.1	bacteria01781	Rickettsia prowazekii str. Madrid E 
GCA_000195755.1	bacteria01782	Desulfovibrio vulgaris str. Hildenborough 
GCA_000195775.1	bacteria01783	Rhodopseudomonas palustris CGA009 
GCA_000195795.1	bacteria01784	Listeria innocua Clip11262 
GCA_000195815.1	bacteria01785	Corynebacterium diphtheriae NCTC 13129 
GCA_000195835.2	bacteria01786	Mycobacterium tuberculosis variant bovis AF2122/97 
GCA_000195855.1	bacteria01787	Mycobacterium leprae TN 
GCA_000195875.1	bacteria01788	Mycoplasma pulmonis UAB CTIP 
GCA_000195955.2	bacteria01789	Mycobacterium tuberculosis H37Rv 
GCA_000195975.1	bacteria01790	Synechococcus sp. WH 8102 
GCA_000195995.1	bacteria01791	Salmonella enterica subsp. enterica serovar Typhi str. CT18 
GCA_000196015.1	bacteria01792	Cupriavidus metallidurans CH34 
GCA_000196035.1	bacteria01793	Listeria monocytogenes EGD-e 
GCA_000196055.1	bacteria01794	Streptococcus agalactiae NEM316 
GCA_000196075.1	bacteria01795	Tropheryma whipplei TW08/27 
GCA_000196095.1	bacteria01796	Vibrio parahaemolyticus RIMD 2210633 
GCA_000196115.1	bacteria01797	Rhodopirellula baltica SH 1 
GCA_000196135.1	bacteria01798	Wolinella succinogenes DSM 1740 
GCA_000196155.1	bacteria01799	Photorhabdus luminescens subsp. laumondii TTO1 
GCA_000196175.1	bacteria01800	Bdellovibrio bacteriovorus HD100 
GCA_000196215.1	bacteria01801	Borreliella bavariensis PBi 
GCA_000196235.1	bacteria01802	Arthrobacter sp. FB24 
GCA_000196255.1	bacteria01803	Photobacterium profundum SS9 
GCA_000196275.1	bacteria01804	Deinococcus geothermalis DSM 11300 
GCA_000196295.1	bacteria01805	Neisseria lactamica 020-06 
GCA_000196315.1	bacteria01806	Croceibacter atlanticus HTCC2559 
GCA_000196335.1	bacteria01807	Corynebacterium glutamicum ATCC 13032 
GCA_000196355.1	bacteria01808	Nitrosospira multiformis ATCC 25196 
GCA_000196395.1	bacteria01809	Aeromonas salmonicida subsp. salmonicida A449 
GCA_000196435.1	bacteria01810	Bartonella tribocorum CIP 105476 
GCA_000196455.1	bacteria01811	[Clostridium] sticklandii 
GCA_000196475.1	bacteria01812	Photorhabdus asymbiotica 
GCA_000196495.1	bacteria01813	Aliivibrio salmonicida LFI1238 
GCA_000196515.1	bacteria01814	'Nostoc azollae' 0708 
GCA_000196535.1	bacteria01815	Mobiluncus curtisii ATCC 43063 
GCA_000196555.1	bacteria01816	Bifidobacterium longum subsp. longum JCM 1217 
GCA_000196575.1	bacteria01817	Bifidobacterium longum subsp. infantis 157F 
GCA_000196595.1	bacteria01818	Streptococcus pneumoniae TCH8431/19A 
GCA_000196615.1	bacteria01819	Erwinia billingiae Eb661 
GCA_000196675.1	bacteria01820	Pseudonocardia dioxanivorans CB1190 
GCA_000196695.1	bacteria01821	Rhodococcus hoagii 103S 
GCA_000196735.1	bacteria01822	Bacillus amyloliquefaciens DSM 7 
GCA_000196755.1	bacteria01823	Helicobacter pylori B8 
GCA_000196795.1	bacteria01824	Acinetobacter oleivorans DR1 
GCA_000196815.1	bacteria01825	Nitrospira defluvii 
GCA_000196835.1	bacteria01826	Amycolatopsis mediterranei U32 
GCA_000196855.1	bacteria01827	Leuconostoc gelidum subsp. gasicomitatum LMG 18811 
GCA_000196875.2	bacteria01828	Halomonas elongata DSM 2581 
GCA_000197735.1	bacteria01829	Glutamicibacter arilaitensis Re117 
GCA_000197755.2	bacteria01830	Listeria monocytogenes SLCC2755 
GCA_000197875.1	bacteria01831	Haemophilus influenzae F3031 
GCA_000198515.1	bacteria01832	gamma proteobacterium HdN1 
GCA_000198775.1	bacteria01833	Paraburkholderia rhizoxinica HKI 454 
GCA_000199675.1	bacteria01834	Anaerolinea thermophila UNI-1 
GCA_000200475.1	bacteria01835	Haemophilus influenzae F3047 
GCA_000200595.1	bacteria01836	Helicobacter felis ATCC 49179 
GCA_000200735.1	bacteria01837	Mycoplasma haemofelis str. Langford 1 
GCA_000202635.1	bacteria01838	Microbacterium testaceum StLB037 
GCA_000202835.1	bacteria01839	Acidiphilium multivorum AIU301 
GCA_000203195.1	bacteria01840	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069 
GCA_000203215.1	bacteria01841	Mycoplasma suis KI3806 
GCA_000203835.1	bacteria01842	Streptomyces coelicolor A3 
GCA_000203855.3	bacteria01843	Lactobacillus plantarum WCFS1 
GCA_000203875.1	bacteria01844	Ralstonia eutropha JMP134 
GCA_000203895.1	bacteria01845	Paracoccus denitrificans PD1222 
GCA_000203915.1	bacteria01846	Burkholderia ambifaria AMMD 
GCA_000203935.1	bacteria01847	Shewanella sp. ANA-3 
GCA_000203955.1	bacteria01848	Burkholderia cenocepacia HI2424 
GCA_000204075.1	bacteria01849	Trichormus variabilis ATCC 29413 
GCA_000204115.1	bacteria01850	Aeromonas veronii B565 
GCA_000204135.1	bacteria01851	Chlamydophila pecorum E58 
GCA_000204155.1	bacteria01852	Verrucosispora maris AB-18-032 
GCA_000204255.1	bacteria01853	Chlamydia psittaci 6BC 
GCA_000204275.1	bacteria01854	Bacillus amyloliquefaciens LL3 
GCA_000204565.1	bacteria01855	Clostridium botulinum BKT015925 
GCA_000204625.1	bacteria01856	Streptococcus suis ST3 
GCA_000204645.1	bacteria01857	Alicycliphilus denitrificans K601 
GCA_000204665.1	bacteria01858	Staphylococcus aureus subsp. aureus T0131 
GCA_000204985.1	bacteria01859	Lactobacillus johnsonii DPC 6026 
GCA_000208385.1	bacteria01860	Sphaerochaeta coccoides DSM 17374 
GCA_000208405.1	bacteria01861	Selenomonas sputigena ATCC 35185 
GCA_000209655.1	bacteria01862	Pusillimonas sp. T7-7 
GCA_000209675.1	bacteria01863	Gallibacterium anatis UMN179 
GCA_000209755.1	bacteria01864	Listeria monocytogenes L99 
GCA_000209795.2	bacteria01865	Bacillus subtilis subsp. natto BEST195 
GCA_000210155.1	bacteria01866	Geobacter sulfurreducens KN400 
GCA_000210315.1	bacteria01867	Staphylococcus aureus subsp. aureus ED133 
GCA_000210415.1	bacteria01868	Clostridioides difficile CF5 
GCA_000210435.1	bacteria01869	Clostridioides difficile M120 
GCA_000210455.1	bacteria01870	Clostridioides difficile 2007855 
GCA_000210475.1	bacteria01871	Escherichia coli ETEC H10407 
GCA_000210495.1	bacteria01872	Chlamydia trachomatis Sweden2 
GCA_000210515.1	bacteria01873	Lactobacillus fermentum CECT 5716 
GCA_000210815.2	bacteria01874	Listeria monocytogenes SLCC2372 
GCA_000210835.1	bacteria01875	Bacteroides fragilis 638R 
GCA_000210855.2	bacteria01876	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344 
GCA_000210875.1	bacteria01877	Haemophilus influenzae 10810 
GCA_000210895.1	bacteria01878	Haemophilus parainfluenzae T3T1 
GCA_000210915.2	bacteria01879	Halobacteriovorax marinus SJ 
GCA_000210935.1	bacteria01880	Streptococcus pneumoniae INV200 
GCA_000210955.1	bacteria01881	Streptococcus pneumoniae OXC141 
GCA_000210975.1	bacteria01882	Streptococcus pneumoniae INV104 
GCA_000210995.1	bacteria01883	Streptococcus pneumoniae SPN034156 
GCA_000211015.1	bacteria01884	Streptococcus pneumoniae SPN034183 
GCA_000211035.2	bacteria01885	Streptococcus pneumoniae SPN994038 
GCA_000211055.2	bacteria01886	Streptococcus pneumoniae SPN994039 
GCA_000211075.1	bacteria01887	Streptococcus pneumoniae SPN032672 
GCA_000211095.1	bacteria01888	Streptococcus pneumoniae SPN033038 
GCA_000211235.1	bacteria01889	Clostridioides difficile BI1 
GCA_000211255.2	bacteria01890	Enterococcus faecalis 62 
GCA_000211295.1	bacteria01891	Mycoplasma hyorhinis MCLD 
GCA_000211375.1	bacteria01892	Lactobacillus buchneri NRRL B-30929 
GCA_000211545.6	bacteria01893	Mycoplasma gallisepticum S6 
GCA_000211855.3	bacteria01894	Lacinutrix sp. 5H-3-7-4 
GCA_000212335.1	bacteria01895	Glaciecola sp. 4H-3-7+YE-5 
GCA_000212355.1	bacteria01896	Dokdonia sp. 4H-3-7-5 
GCA_000212375.1	bacteria01897	Porphyromonas asaccharolytica DSM 20707 
GCA_000212395.1	bacteria01898	Thermodesulfobium narugense DSM 14796 
GCA_000212415.1	bacteria01899	Treponema brennaborense DSM 12168 
GCA_000212675.2	bacteria01900	Desulfovibrio africanus str. Walvis Bay 
GCA_000212695.1	bacteria01901	Cellulomonas fimi ATCC 484 
GCA_000212715.2	bacteria01902	Escherichia coli UMNK88 
GCA_000212735.1	bacteria01903	Haliscomenobacter hydrossis DSM 1100 
GCA_000212975.1	bacteria01904	Bordetella pertussis CS 
GCA_000213135.1	bacteria01905	Helicobacter pylori 83 
GCA_000213155.1	bacteria01906	Propionibacterium acnes 266 
GCA_000213235.1	bacteria01907	Tepidanaerobacter acetatoxydans Re1 
GCA_000213255.1	bacteria01908	Mahella australiensis 50-1 BON 
GCA_000213635.1	bacteria01909	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1 
GCA_000213655.1	bacteria01910	Alteromonas naphthalenivorans 
GCA_000213785.1	bacteria01911	Hydrogenobaculum sp. 3684 
GCA_000213805.1	bacteria01912	Pseudomonas fulva 12-X 
GCA_000213825.1	bacteria01913	Streptococcus parauberis KCTC 11537 
GCA_000213865.1	bacteria01914	Bifidobacterium breve ACS-071-V-Sch8b 
GCA_000213955.1	bacteria01915	Gardnerella vaginalis HMP9231 
GCA_000214095.3	bacteria01916	Acidithiobacillus ferrivorans SS3 
GCA_000214155.1	bacteria01917	Mycobacterium sinense 
GCA_000214175.1	bacteria01918	Hoyosella subflava DQS3-9A1 
GCA_000214195.1	bacteria01919	Serratia sp. AS12 
GCA_000214215.1	bacteria01920	Marinomonas posidonica IVIA-Po-181 
GCA_000214235.1	bacteria01921	Serratia plymuthica AS9 
GCA_000214355.1	bacteria01922	Treponema azotonutricium ZAS-9 
GCA_000214375.1	bacteria01923	Treponema primitia ZAS-2 
GCA_000214395.1	bacteria01924	Delftia sp. Cs1-4 
GCA_000214435.1	bacteria01925	Desulfotomaculum nigrificans CO-1-SRB 
GCA_000214665.1	bacteria01926	Methylomonas methanica MC09 
GCA_000214705.1	bacteria01927	Desulfotomaculum kuznetsovii DSM 6115 
GCA_000214785.1	bacteria01928	Lactobacillus kefiranofaciens ZW3 
GCA_000214805.1	bacteria01929	Serratia sp. AS13 
GCA_000214825.1	bacteria01930	Thiomicrospira cyclica ALM1 
GCA_000214845.1	bacteria01931	Thermus thermophilus SG0.5JP17-16 
GCA_000215065.1	bacteria01932	Hydrogenobaculum sp. SHO 
GCA_000215085.1	bacteria01933	Desulfotomaculum ruminis DSM 2154 
GCA_000215105.1	bacteria01934	Isoptericola variabilis 225 
GCA_000215345.3	bacteria01935	Arcobacter butzleri 7h1h 
GCA_000215645.1	bacteria01936	Corynebacterium ulcerans 809 
GCA_000215665.1	bacteria01937	Corynebacterium ulcerans BR-AD22 
GCA_000215705.1	bacteria01938	Ramlibacter tataouinensis TTB310 
GCA_000215745.1	bacteria01939	Klebsiella aerogenes KCTC 2190 
GCA_000215895.1	bacteria01940	Shewanella baltica OS117 
GCA_000215975.1	bacteria01941	Thermodesulfobacterium geofontis OPF15 
GCA_000217615.1	bacteria01942	Propionibacterium acnes 6609 
GCA_000217635.1	bacteria01943	Buchnera aphidicola  
GCA_000217655.1	bacteria01944	Treponema paraluiscuniculi Cuniculi A 
GCA_000217675.1	bacteria01945	Vibrio anguillarum 775 
GCA_000217795.1	bacteria01946	Thermodesulfatator indicus DSM 15286 
GCA_000217815.1	bacteria01947	Pseudothermotoga thermarum DSM 5069 
GCA_000217835.1	bacteria01948	Bacillus coagulans 2-6 
GCA_000218265.1	bacteria01949	Sinorhizobium meliloti SM11 
GCA_000218305.1	bacteria01950	Listeria monocytogenes M7 
GCA_000218545.1	bacteria01951	Cellulomonas gilvus ATCC 13127 
GCA_000218565.1	bacteria01952	Oligotropha carboxidovorans OM5 
GCA_000218585.1	bacteria01953	Oligotropha carboxidovorans OM4 
GCA_000218625.1	bacteria01954	Flexistipes sinusarabici DSM 4947 
GCA_000218855.1	bacteria01955	Clostridium acetobutylicum DSM 1731 
GCA_000218875.1	bacteria01956	Zymomonas mobilis subsp. pomaceae ATCC 29192 
GCA_000218895.1	bacteria01957	Runella slithyformis DSM 19594 
GCA_000218915.1	bacteria01958	Paenibacillus mucilaginosus KNP414 
GCA_000219045.1	bacteria01959	Francisella sp. TX077308 
GCA_000219105.1	bacteria01960	Myxococcus fulvus HW-1 
GCA_000219175.1	bacteria01961	Candidatus Moranella endobia PCIT 
GCA_000219195.1	bacteria01962	Candidatus Tremblaya princeps PCIT 
GCA_000219215.1	bacteria01963	Cupriavidus necator N-1 
GCA_000219355.1	bacteria01964	Candidatus Midichloria mitochondrii IricVA 
GCA_000219375.1	bacteria01965	Mycoplasma bovis Hubei-1 
GCA_000219455.1	bacteria01966	Bifidobacterium longum subsp. longum KACC 91563 
GCA_000219475.3	bacteria01967	Lactobacillus johnsonii pf01 
GCA_000219515.3	bacteria01968	Escherichia coli PCN033 
GCA_000219535.3	bacteria01969	Brevibacillus laterosporus LMG 15441 
GCA_000219585.1	bacteria01970	Nitrosomonas sp. Is79A3 
GCA_000219605.1	bacteria01971	Pseudomonas stutzeri 
GCA_000219725.1	bacteria01972	Treponema caldarium DSM 7334 
GCA_000219765.1	bacteria01973	Streptococcus equi subsp. zooepidemicus ATCC 35246 
GCA_000219785.1	bacteria01974	Leuconostoc sp. C2 
GCA_000219805.1	bacteria01975	Weissella koreensis KACC 15510 
GCA_000219855.1	bacteria01976	Sulfobacillus acidophilus TPY 
GCA_000219875.1	bacteria01977	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1 
GCA_000219915.3	bacteria01978	Advenella kashmirensis WT001 
GCA_000220105.1	bacteria01979	Chlamydia trachomatis L2c 
GCA_000220135.1	bacteria01980	Bifidobacterium breve UCC2003 
GCA_000220625.1	bacteria01981	Capnocytophaga canimorsus Cc5 
GCA_000220705.2	bacteria01982	Streptomyces xinghaiensis S187 
GCA_000220885.1	bacteria01983	Bifidobacterium animalis subsp. lactis CNCM I-2494 
GCA_000220945.1	bacteria01984	Amycolatopsis mediterranei S699 
GCA_000220965.1	bacteria01985	Candidatus Tremblaya princeps PCVAL 
GCA_000221005.1	bacteria01986	Brucella pinnipedialis B2/94 
GCA_000221025.1	bacteria01987	Acidithiobacillus caldus SM-1 
GCA_000221045.1	bacteria01988	Collimonas fungivorans Ter331 
GCA_000221205.1	bacteria01989	Rickettsia heilongjiangensis 054 
GCA_000221625.1	bacteria01990	Corynebacterium pseudotuberculosis PAT10 
GCA_000221645.1	bacteria01991	Bacillus amyloliquefaciens XH7 
GCA_000221965.1	bacteria01992	Xanthomonas campestris pv. raphani 756C 
GCA_000221985.1	bacteria01993	Streptococcus pseudopneumoniae IS7493 
GCA_000222305.1	bacteria01994	Borreliella bissettii DN127 
GCA_000222485.1	bacteria01995	Cyclobacterium marinum DSM 745 
GCA_000222835.1	bacteria01996	Borrelia afzelii PKo 
GCA_000222975.1	bacteria01997	Yersinia pestis A1122 
GCA_000223195.1	bacteria01998	Brucella suis 1330 
GCA_000223215.1	bacteria01999	Brachyspira intermedia PWS/A 
GCA_000223375.1	bacteria02000	Ketogulonicigenium vulgare WSH-001 
GCA_000223885.1	bacteria02001	Stenotrophomonas maltophilia JV3 
GCA_000224005.3	bacteria02002	Marichromatium purpuratum 984 
GCA_000224085.1	bacteria02003	Muricauda ruestringensis DSM 13258 
GCA_000224105.1	bacteria02004	Mycoplasma putrefaciens KS1 
GCA_000224435.1	bacteria02005	Mycobacterium tuberculosis CTRI-2 
GCA_000224535.1	bacteria02006	Helicobacter pylori Puno120 
GCA_000224555.1	bacteria02007	Helicobacter pylori Puno135 
GCA_000224575.1	bacteria02008	Helicobacter pylori SNT49 
GCA_000224675.1	bacteria02009	Enterobacter asburiae LF7a 
GCA_000224745.1	bacteria02010	Rhodothermus marinus SG0.5JP17-172 
GCA_000224965.2	bacteria02011	Bifidobacterium animalis subsp. lactis BLC1 
GCA_000224985.1	bacteria02012	Lactobacillus ruminis ATCC 27782 
GCA_000225265.1	bacteria02013	Bacillus megaterium WSH-002 
GCA_000225325.1	bacteria02014	Lactobacillus sanfranciscensis TMW 1.1304 
GCA_000225345.1	bacteria02015	Roseburia hominis A2-183 
GCA_000225445.1	bacteria02016	Buchnera aphidicola str. Ak  
GCA_000225465.1	bacteria02017	Buchnera aphidicola str. Ua  
GCA_000225915.1	bacteria02018	Xanthomonas axonopodis pv. citrumelo F1 
GCA_000225955.1	bacteria02019	Rhodospirillum rubrum F11 
GCA_000226155.1	bacteria02020	Pseudomonas aeruginosa M18 
GCA_000226275.2	bacteria02021	Acinetobacter baumannii MDR-ZJ06 
GCA_000226295.1	bacteria02022	Chloracidobacterium thermophilum B 
GCA_000226315.1	bacteria02023	Micavibrio aeruginosavorus ARL-13 
GCA_000226565.1	bacteria02024	Glaciecola nitratireducens FR1064 
GCA_000226605.1	bacteria02025	Chlamydia trachomatis A2497 
GCA_000226625.1	bacteria02026	Taylorella asinigenitalis MCE3 
GCA_000227175.1	bacteria02027	Corynebacterium pseudotuberculosis 42/02-A 
GCA_000227465.1	bacteria02028	Bacillus subtilis subsp. spizizenii TU-B-10 
GCA_000227485.1	bacteria02029	Bacillus subtilis subsp. subtilis str. RO-NN-1 
GCA_000227605.2	bacteria02030	Corynebacterium pseudotuberculosis CIP 52.97 
GCA_000227625.1	bacteria02031	
GCA_000227645.1	bacteria02032	Brucella melitensis NI 
GCA_000227665.3	bacteria02033	Thiomicrospira aerophila AL3 
GCA_000227685.3	bacteria02034	Thioalkalivibrio paradoxus ARh 1 
GCA_000227705.3	bacteria02035	Thermobacillus composti KWC4 
GCA_000227745.3	bacteria02036	Thiocystis violascens DSM 198 
GCA_000230275.1	bacteria02037	Acidaminococcus intestini RyC-MR95 
GCA_000230295.1	bacteria02038	Streptococcus pyogenes Alab49 
GCA_000230555.1	bacteria02039	Pelagibacterium halotolerans B2 
GCA_000230655.3	bacteria02040	Thermotoga maritima MSB8 
GCA_000230695.3	bacteria02041	Rhodanobacter denitrificans 
GCA_000230895.3	bacteria02042	Mycobacterium rhodesiae NBB3 
GCA_000230975.3	bacteria02043	Hyphomicrobium denitrificans 1NES1 
GCA_000230995.3	bacteria02044	Mesorhizobium australicum WSM2073 
GCA_000231175.1	bacteria02045	Leptospira interrogans serovar Lai str. IPAV 
GCA_000231215.1	bacteria02046	Propionibacterium acnes subsp. defendens ATCC 11828 
GCA_000231385.3	bacteria02047	Desulfosporosinus meridiei DSM 13257 
GCA_000231405.3	bacteria02048	Desulfitobacterium metallireducens DSM 15288 
GCA_000231865.1	bacteria02049	Streptococcus suis SS12 
GCA_000231885.1	bacteria02050	Streptococcus suis D9 
GCA_000231905.1	bacteria02051	Streptococcus suis D12 
GCA_000231925.1	bacteria02052	Streptococcus suis ST1 
GCA_000233435.1	bacteria02053	Blattabacterium sp.  str. MADAR 
GCA_000233575.1	bacteria02054	Streptococcus suis A7 
GCA_000233595.1	bacteria02055	Pantoea ananatis PA13 
GCA_000233715.3	bacteria02056	Desulfotomaculum gibsoniae DSM 7213 
GCA_000233735.1	bacteria02057	Corynebacterium pseudotuberculosis 1/06-A 
GCA_000233755.1	bacteria02058	Lactobacillus rhamnosus ATCC 8530 
GCA_000233775.1	bacteria02059	Thermovirga lienii DSM 17291 
GCA_000233875.1	bacteria02060	Escherichia coli str. 'clone D i2' 
GCA_000233895.1	bacteria02061	Escherichia coli str. 'clone D i14' 
GCA_000233915.4	bacteria02062	Pseudoxanthomonas spadix BD-a59 
GCA_000234725.1	bacteria02063	Mycobacterium bovis BCG str. Mexico 
GCA_000234745.1	bacteria02064	Pasteurella multocida 36950 
GCA_000234825.3	bacteria02065	Leuconostoc mesenteroides subsp. mesenteroides J18 
GCA_000235405.3	bacteria02066	Fervidobacterium pennivorans DSM 9078 
GCA_000235545.1	bacteria02067	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078 
GCA_000235585.1	bacteria02068	Paenibacillus terrae HPL-003 
GCA_000235605.1	bacteria02069	Desulfosporosinus orientis DSM 765 
GCA_000235765.3	bacteria02070	Enterobacter cloacae subsp. dissolvens SDM 
GCA_000236065.1	bacteria02071	Burkholderia sp. YI23 
GCA_000236215.4	bacteria02072	Burkholderia cenocepacia H111 
GCA_000236255.1	bacteria02073	Brucella suis VBI22 
GCA_000236405.1	bacteria02074	Blattabacterium sp.  str. Cpu 
GCA_000236455.2	bacteria02075	Lactobacillus reuteri ATCC 53608 
GCA_000236475.1	bacteria02076	Lactococcus lactis subsp. cremoris A76 
GCA_000236585.1	bacteria02077	Thermus sp. CCB US3 UF1 
GCA_000236605.1	bacteria02078	Geobacillus thermoleovorans CCB US3 UF5 
GCA_000236665.1	bacteria02079	Dechlorosoma suillum PS 
GCA_000236685.1	bacteria02080	Sphaerochaeta pleomorpha str. Grapes 
GCA_000236705.1	bacteria02081	Owenweeksia hongkongensis DSM 17368 
GCA_000236925.1	bacteria02082	Staphylococcus argenteus 
GCA_000237065.1	bacteria02083	Pseudomonas fluorescens F113 
GCA_000237085.1	bacteria02084	[Clostridium] clariflavum DSM 19732 
GCA_000237125.1	bacteria02085	Staphylococcus aureus subsp. aureus M013 
GCA_000237145.1	bacteria02086	Actinoplanes sp. SE50/110 
GCA_000237205.1	bacteria02087	Simkania negevensis Z 
GCA_000237265.1	bacteria02088	Staphylococcus aureus subsp. aureus LGA251 
GCA_000237305.1	bacteria02089	Streptomyces cattleya NRRL 8057 = DSM 46488 
GCA_000237325.1	bacteria02090	Paenibacillus polymyxa M1 
GCA_000237845.1	bacteria02091	Rickettsia slovaca 13-B 
GCA_000237975.1	bacteria02092	Sulfobacillus acidophilus DSM 10332 
GCA_000237995.2	bacteria02093	Pediococcus claussenii ATCC BAA-344 
GCA_000238175.1	bacteria02094	Brucella abortus A13334 
GCA_000238195.1	bacteria02095	Brucella canis HSK A52141 
GCA_000238215.1	bacteria02096	Tannerella forsythia 92A2 
GCA_000238255.4	bacteria02097	Pseudoalteromonas spongiae UST010723-006 
GCA_000238395.4	bacteria02098	Pseudoalteromonas arctica A 37-1-2 
GCA_000238975.1	bacteria02099	Serratia symbiotica str. 'Cinara cedri' 
GCA_000238995.1	bacteria02100	Mycoplasma haemocanis str. Illinois 
GCA_000239175.1	bacteria02101	Legionella pneumophila subsp. pneumophila ATCC 43290 
GCA_000239195.1	bacteria02102	Bacillus cereus F837/76 
GCA_000239235.1	bacteria02103	Staphylococcus aureus subsp. aureus 11819-97 
GCA_000239475.1	bacteria02104	Borrelia garinii BgVir 
GCA_000239975.1	bacteria02105	Enterobacter cloacae EcWSU1 
GCA_000240015.1	bacteria02106	Propionibacterium acnes TypeIA2 P.acn33 
GCA_000240035.1	bacteria02107	Propionibacterium acnes TypeIA2 P.acn17 
GCA_000240055.1	bacteria02108	Propionibacterium acnes TypeIA2 P.acn31 
GCA_000240075.2	bacteria02109	Flavobacterium columnare ATCC 49512 
GCA_000240095.3	bacteria02110	Elizabethkingia anophelis Ag1 
GCA_000240165.1	bacteria02111	Streptomyces cattleya NRRL 8057 = DSM 46488 
GCA_000240325.1	bacteria02112	Klebsiella michiganensis KCTC 1686 
GCA_000240905.3	bacteria02113	Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729 
GCA_000241025.2	bacteria02114	Aggregatibacter actinomycetemcomitans ANH9381 
GCA_000241125.1	bacteria02115	Mycoplasma hyorhinis GDL-1 
GCA_000241385.1	bacteria02116	Vibrio sp. EJY3 
GCA_000241585.3	bacteria02117	Acetobacter pasteurianus NBRC 101655 
GCA_000241855.1	bacteria02118	Corynebacterium pseudotuberculosis 3/99-5 
GCA_000241875.1	bacteria02119	Corynebacterium diphtheriae 31A 
GCA_000241895.1	bacteria02120	Corynebacterium diphtheriae 241 
GCA_000241915.1	bacteria02121	Corynebacterium diphtheriae INCA 402 
GCA_000241935.1	bacteria02122	Corynebacterium diphtheriae BH8 
GCA_000242255.3	bacteria02123	Frateuria aurantia DSM 6220 
GCA_000242335.3	bacteria02124	Prevotella dentalis DSM 3688 
GCA_000242455.3	bacteria02125	Singulisphaera acidiphila DSM 18658 
GCA_000242595.3	bacteria02126	Spirochaeta africana DSM 8902 
GCA_000242635.3	bacteria02127	Solitalea canadensis DSM 3403 
GCA_000242775.1	bacteria02128	Corynebacterium diphtheriae HC03 
GCA_000242855.2	bacteria02129	Bacillus amyloliquefaciens IT-45 
GCA_000242895.3	bacteria02130	Bacillus sp. 1NLA3E 
GCA_000242935.3	bacteria02131	Opitutaceae bacterium TAV5 
GCA_000243075.1	bacteria02132	Oceanimonas sp. GK1 
GCA_000243115.3	bacteria02133	Niabella soli DSM 19437 
GCA_000243135.3	bacteria02134	Desulfitobacterium dichloroeliminans LMG P-21439 
GCA_000243155.3	bacteria02135	Desulfitobacterium dehalogenans ATCC 51507 
GCA_000244875.1	bacteria02136	Clostridium sp. BNL1100 
GCA_000245355.1	bacteria02137	Streptomyces hygroscopicus subsp. jinggangensis 5008 
GCA_000245495.1	bacteria02138	Staphylococcus aureus subsp. aureus VC40 
GCA_000245515.1	bacteria02139	
GCA_000245535.1	bacteria02140	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12 
GCA_000246835.1	bacteria02141	Streptococcus infantarius subsp. infantarius CJ18 
GCA_000246855.1	bacteria02142	Niastella koreensis GR20-10 
GCA_000247565.1	bacteria02143	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans  
GCA_000247605.1	bacteria02144	Acetobacterium woodii DSM 1030 
GCA_000247715.1	bacteria02145	Gordonia polyisoprenivorans VH2 
GCA_000248095.3	bacteria02146	Lactobacillus mucosae LM1 
GCA_000248375.1	bacteria02147	Corynebacterium pseudotuberculosis 316 
GCA_000248415.2	bacteria02148	Francisella tularensis subsp. tularensis TIGB03 
GCA_000248435.2	bacteria02149	Francisella tularensis subsp. tularensis TI0902 
GCA_000250635.1	bacteria02150	Saprospira grandis str. Lewin 
GCA_000250655.1	bacteria02151	Paenibacillus mucilaginosus 3016 
GCA_000250675.3	bacteria02152	Nocardia brasiliensis ATCC 700358 
GCA_000250855.1	bacteria02153	Vibrio cholerae IEC224 
GCA_000250905.1	bacteria02154	Streptococcus pyogenes MGAS15252 
GCA_000250925.1	bacteria02155	Streptococcus pyogenes MGAS1882 
GCA_000250945.1	bacteria02156	Enterococcus faecium Aus0004 
GCA_000251085.2	bacteria02157	Streptococcus pneumoniae ST556 
GCA_000252365.1	bacteria02158	Rickettsia slovaca str. D-CWPP 
GCA_000252445.1	bacteria02159	Deinococcus gobiensis I-0 
GCA_000252855.1	bacteria02160	Riemerella anatipestifer ATCC 11845 = DSM 15868 
GCA_000252875.1	bacteria02161	Salmonella enterica subsp. enterica serovar Typhimurium str. 798 
GCA_000252975.1	bacteria02162	Listeria ivanovii subsp. ivanovii PAM 55 
GCA_000252995.1	bacteria02163	Salmonella bongori NCTC 12419 
GCA_000253015.1	bacteria02164	Bartonella clarridgeiae 73 
GCA_000253035.1	bacteria02165	Parachlamydia acanthamoebae UV-7 
