genome_name	taxonomy
GCA_000259275.1	Helicobacter cetorum MIT 99-5656 
GCA_000259365.1	Bacillus sp. JS 
GCA_000259545.1	Pasteurella multocida subsp. multocida str. 3480 
GCA_000260515.1	Burkholderia pseudomallei 1026b 
GCA_000260715.1	Bifidobacterium animalis subsp. animalis ATCC 25527 
GCA_000260925.1	Pectobacterium parmentieri 
GCA_000260965.1	Methylophaga frappieri 
GCA_000260985.3	Methylophaga nitratireducenticrescens 
GCA_000261025.1	Prevotella intermedia 17 
GCA_000261045.2	Serratia plymuthica PRI-2C 
GCA_000261345.2	Streptomyces globisporus C-1027 
GCA_000262125.1	Escherichia coli Xuzhou21 
GCA_000262145.1	Streptococcus parasanguinis FW213 
GCA_000262165.1	Mycobacterium sp. MOTT36Y 
GCA_000262205.1	Francisella noatunensis subsp. orientalis str. Toba 04 
GCA_000262305.1	Shimwellia blattae DSM 4481 = NBRC 105725 
GCA_000262325.2	Pseudomonas fluorescens A506 
GCA_000262385.1	Bacillus amyloliquefaciens Y2 
GCA_000262675.1	Streptococcus thermophilus MN-ZLW-002 
GCA_000262695.1	Burkholderia sp. KJ006 
GCA_000262715.1	Blattabacterium sp.  
GCA_000263195.1	Emticicia oligotrophica DSM 17448 
GCA_000263215.1	Cronobacter sakazakii ES15 
GCA_000263735.1	Pyrococcus sp. ST04 
GCA_000263755.2	Corynebacterium pseudotuberculosis 258 
GCA_000263795.2	Hydrogenophaga sp. PBC 
GCA_000264455.2	Tistrella mobilis KA081020-065 
GCA_000264495.1	Thermogladius calderae 1633 
GCA_000264765.2	Edwardsiella anguillarum ET080813 
GCA_000264945.2	Sphingobium indicum B90A 
GCA_000265095.1	Bifidobacterium bifidum BGN4 
GCA_000265295.1	Sulfurospirillum barnesii SES-3 
GCA_000265365.1	Alistipes finegoldii DSM 17242 
GCA_000265385.1	Aequorivita sublithincola DSM 14238 
GCA_000265405.1	Belliella baltica DSM 15883 
GCA_000265425.1	Terriglobus roseus DSM 18391 
GCA_000265465.1	Ornithobacterium rhinotracheale DSM 15997 
GCA_000265505.1	Bernardetia litoralis DSM 6794 
GCA_000265525.1	Thermococcus cleftensis 
GCA_000265545.2	Corynebacterium pseudotuberculosis Cp162 
GCA_000266885.1	Turneriella parva DSM 21527 
GCA_000266905.1	Mycobacterium chubuense NBB4 
GCA_000266925.1	Acetomicrobium mobile DSM 13181 
GCA_000266945.1	Desulfomonile tiedjei DSM 6799 
GCA_000267545.1	Pseudomonas stutzeri CCUG 29243 
GCA_000269925.1	Lactococcus garvieae ATCC 49156 
GCA_000269945.1	Lactococcus garvieae Lg2 
GCA_000269965.1	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088 
GCA_000269985.1	Kitasatospora setae KM-6054 
GCA_000270085.1	Erysipelothrix rhusiopathiae str. Fujisawa 
GCA_000270105.1	Escherichia coli DH1 
GCA_000270125.2	Pantoea ananatis AJ13355 
GCA_000270145.1	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143 
GCA_000270165.1	Streptococcus pasteurianus ATCC 43144 
GCA_000270205.1	Candidatus Arthromitus sp. SFB-mouse-Japan 
GCA_000270225.1	Porphyromonas gingivalis TDC60 
GCA_000270245.1	Microlunatus phosphovorus NM-1 
GCA_000270265.1	Synechocystis sp. PCC 6803 
GCA_000270285.1	Eggerthella sp. YY7918 
GCA_000270305.1	Clostridium sp. SY8519 
GCA_000270325.1	Candidatus Caldiarchaeum subterraneum 
GCA_000270345.1	Mycobacterium tuberculosis CCDC5079 
GCA_000270365.1	Mycobacterium tuberculosis CCDC5180 
GCA_000270385.1	Chlamydia psittaci C19/98 
GCA_000270405.1	Chlamydia psittaci 01DC11 
GCA_000270425.1	Chlamydia psittaci 02DC15 
GCA_000270445.1	Chlamydia psittaci 08DC60 
GCA_000270465.1	Staphylococcus lugdunensis N920143 
GCA_000270525.1	Mycoplasma bovis HB0801 
GCA_000271325.1	Solibacillus silvestris StLB046 
GCA_000271365.1	Pseudomonas aeruginosa DK2 
GCA_000271405.2	Enterococcus hirae ATCC 9790 
GCA_000271665.2	Pelosinus fermentans JBW45 
GCA_000271865.1	Streptococcus mutans GS-5 
GCA_000271885.2	Salmonella enterica subsp. enterica serovar Newport str. Levine 1 
GCA_000271905.2	Salmonella enterica subsp. enterica serovar Newport str. Levine 15 
GCA_000271985.2	Pseudomonas aeruginosa SJTD-1 
GCA_000272715.4	Salmonella enterica subsp. enterica serovar Newport str. CVM 21550 
GCA_000272735.4	Salmonella enterica subsp. enterica serovar Newport str. CVM 22513 
GCA_000272755.4	Salmonella enterica subsp. enterica serovar Newport str. CVM 21538 
GCA_000272775.4	Salmonella enterica subsp. enterica serovar Newport str. CVM 22425 
GCA_000272795.2	Salmonella enterica subsp. enterica serovar Newport str. CVM 21554 
GCA_000272815.2	Salmonella enterica subsp. enterica serovar Newport str. CVM N18486 
GCA_000272835.4	Salmonella enterica subsp. enterica serovar Newport str. CVM N1543 
GCA_000272895.3	Salmonella enterica subsp. enterica serovar Newport str. CVM 22462 
GCA_000275605.1	Pyrococcus furiosus COM1 
GCA_000276685.1	Taylorella equigenitalis ATCC 35865 
GCA_000276705.2	Klebsiella michiganensis E718 
GCA_000276825.1	Mycobacterium paraintracellulare 
GCA_000277025.1	Legionella pneumophila subsp. pneumophila str. Hextuple 2q 
GCA_000277065.1	Legionella pneumophila subsp. pneumophila str. Hextuple 3a 
GCA_000277085.1	Mycobacterium tuberculosis RGTB327 
GCA_000277105.1	Mycobacterium tuberculosis RGTB423 
GCA_000277125.1	Mycobacterium intracellulare ATCC 13950 
GCA_000277145.1	Mycobacterium intracellulare MOTT-02 
GCA_000277165.1	Rickettsia prowazekii str. Chernikova 
GCA_000277185.1	Rickettsia prowazekii str. Katsinyian 
GCA_000277205.1	Rickettsia prowazekii str. BuV67-CWPP 
GCA_000277245.1	Rickettsia prowazekii str. GvV257 
GCA_000277265.1	Rickettsia prowazekii str. RpGvF24 
GCA_000277285.1	Rickettsia typhi str. TH1527 
GCA_000277305.1	Rickettsia typhi str. B9991CWPP 
GCA_000277325.1	Bifidobacterium animalis subsp. lactis B420 
GCA_000277345.1	Bifidobacterium animalis subsp. lactis Bi-07 
GCA_000277715.1	Pseudopropionibacterium propionicum F0230a 
GCA_000277735.2	Mycobacterium tuberculosis H37Rv 
GCA_000277755.1	Zymomonas mobilis subsp. mobilis ATCC 29191 
GCA_000277775.2	Mycobacterium abscessus subsp. massiliense str. GO 06 
GCA_000277795.1	Mycoplasma wenyonii str. Massachusetts 
GCA_000279145.1	Melioribacter roseus P3M-2 
GCA_000279165.1	Pseudomonas stutzeri DSM 10701 
GCA_000280315.2	Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427 
GCA_000280495.2	Kosakonia radicincitans DSM 16656 
GCA_000280925.3	Myxococcus hansupus 
GCA_000281175.1	Caldilinea aerophila DSM 14535 = NBRC 104270 
GCA_000281195.1	Enterococcus faecalis D32 
GCA_000281235.1	Candidatus Mycoplasma haemolamae str. Purdue 
GCA_000281695.1	Natrinema sp. J7-2 
GCA_000282715.1	Amycolatopsis mediterranei S699 
GCA_000283275.1	Marinobacter sp. BSs20148 
GCA_000283295.1	Mycobacterium smegmatis str. MC2 155 
GCA_000283515.1	Sphingobium sp. SYK-6 
GCA_000283535.1	Pseudogulbenkiania sp. NH8B 
GCA_000283555.1	Candidatus Arthromitus sp. SFB-rat-Yit 
GCA_000283575.1	Oscillibacter valericigenes Sjm18-20 
GCA_000283595.1	Rickettsia japonica YH 
GCA_000283615.1	Tetragenococcus halophilus NBRC 12172 
GCA_000283635.1	Streptococcus macedonicus ACA-DC 198 
GCA_000283655.1	Azospirillum lipoferum 4B 
GCA_000283675.1	Bacillus cereus NC7401 
GCA_000283695.1	Bacillus velezensis CAU B946 
GCA_000283715.1	Shigella sonnei 53G 
GCA_000283735.1	Salmonella enterica subsp. enterica serovar Typhimurium str. T000240 
GCA_000283755.1	Mycoplasma pneumoniae 309 
GCA_000283775.1	Rickettsia rickettsii str. Colombia 
GCA_000283795.1	Rickettsia rickettsii str. Arizona 
GCA_000283815.1	Rickettsia rickettsii str. Hino 
GCA_000283875.1	Pantoea ananatis LMG 5342 
GCA_000283915.1	Rickettsia canadensis str. CA410 
GCA_000283935.1	Rickettsia rickettsii str. Hlp#2 
GCA_000283955.1	Rickettsia rickettsii str. Brazil 
GCA_000283975.1	Melissococcus plutonius DAT561 
GCA_000283995.1	Rickettsia philipii str. 364D 
GCA_000284015.1	Blastococcus saxobsidens DD2 
GCA_000284035.1	Nocardia cyriacigeorgica GUH-2 
GCA_000284055.1	Rickettsia amblyommatis str. GAT-30V 
GCA_000284075.1	Rickettsia rhipicephali str. 3-7-female6-CWPP 
GCA_000284095.1	Selenomonas ruminantium subsp. lactilytica TAM6421 
GCA_000284115.1	Phycisphaera mikurensis NBRC 102666 
GCA_000284135.1	Synechocystis sp. PCC 6803 substr. GT-I 
GCA_000284155.1	Rickettsia australis str. Cutlack 
GCA_000284175.1	Rickettsia montanensis str. OSU 85-930 
GCA_000284195.1	Rickettsia parkeri str. Portsmouth 
GCA_000284215.1	Synechocystis sp. PCC 6803 substr. PCC-N 
GCA_000284235.1	Arcobacter sp. L 
GCA_000284255.1	Rubrivivax gelatinosus IL144 
GCA_000284275.1	Bradyrhizobium sp. S23321 
GCA_000284295.1	Actinoplanes missouriensis 431 
GCA_000284315.1	Leptospirillum ferrooxidans C2-3 
GCA_000284335.1	Caldisericum exile AZM16c01 
GCA_000284355.1	Arcobacter butzleri ED-1 
GCA_000284375.1	Bradyrhizobium japonicum USDA 6 
GCA_000284395.1	Bacillus velezensis YAU B9601-Y2 
GCA_000284415.2	Pararhodospirillum photometricum DSM 122 
GCA_000284435.1	Candidatus Arthromitus sp. SFB-mouse-Yit 
GCA_000284455.1	Synechocystis sp. PCC 6803 substr. PCC-P 
GCA_000284475.1	Chlamydia trachomatis A2497 
GCA_000284495.1	Escherichia coli LF82 
GCA_000284515.1	Halobacillus halophilus DSM 2266 
GCA_000284535.1	Staphylococcus aureus subsp. aureus HO 5096 0412 
GCA_000284555.1	Pseudomonas aeruginosa NCGM2.S1 
GCA_000284575.1	Streptococcus mutans LJ23 
GCA_000284595.1	Stenotrophomonas maltophilia D457 
GCA_000284615.1	Marinobacter hydrocarbonoclasticus ATCC 49840 
GCA_000284635.1	Helicobacter cinaedi PAGU611 
GCA_000285655.3	
GCA_000286275.1	Enterobacter cloacae subsp. cloacae ENHKU01 
GCA_000286435.2	Morganella morganii subsp. morganii KT 
GCA_000286675.1	Mycoplasma gallisepticum VA94 7994-1-7P 
GCA_000286695.1	Mycoplasma gallisepticum NC95 13295-2-2P 
GCA_000286715.1	Mycoplasma gallisepticum NC96 1596-4-2P 
GCA_000286735.1	Mycoplasma gallisepticum NY01 2001.047-5-1P 
GCA_000286755.1	Mycoplasma gallisepticum WI01 2001.043-13-2P 
GCA_000286775.1	Mycoplasma gallisepticum NC06 2006.080-5-2P 
GCA_000286795.1	Mycoplasma gallisepticum CA06 2006.052-5-2P 
GCA_000286815.1	Mycoplasma gallisepticum NC08 2008.031-4-3P 
GCA_000287215.3	Aeromonas media WS 
GCA_000287235.1	Candidatus Carsonella ruddii CE isolate Thao2000 
GCA_000287255.1	Candidatus Carsonella ruddii CS isolate Thao2000 
GCA_000287275.1	Candidatus Carsonella ruddii HC isolate Thao2000 
GCA_000287295.1	Candidatus Carsonella ruddii HT isolate Thao2000 
GCA_000287315.1	Candidatus Carsonella ruddii PC isolate NHV 
GCA_000287335.1	secondary endosymbiont of Ctenarytaina eucalypti 
GCA_000287355.1	secondary endosymbiont of Heteropsylla cubana 
GCA_000292405.1	Mycoplasma genitalium M2321 
GCA_000292415.1	Bacillus cereus FRI-35 
GCA_000292445.1	Mycoplasma genitalium M6282 
GCA_000292455.1	Bacillus thuringiensis HD-771 
GCA_000292485.1	Mycoplasma genitalium M6320 
GCA_000292505.1	Mycoplasma genitalium M2288 
GCA_000292685.1	Candidatus Portiera aleyrodidarum BT-B-HRs 
GCA_000292705.1	Bacillus thuringiensis HD-789 
GCA_000292915.1	Burkholderia cepacia GG4 
GCA_000293765.1	Bacillus subtilis QB928 
GCA_000293885.3	Pseudomonas fluorescens NCIMB 11764 
GCA_000294495.1	Streptococcus suis S735 
GCA_000294515.1	Nocardiopsis alba ATCC BAA-2165 
GCA_000294535.1	Pectobacterium carotovorum subsp. carotovorum PCC21 
GCA_000294635.1	Burkholderia pseudomallei BPC006 
GCA_000294695.2	Arthrobacter sp. Rue61a 
GCA_000294715.1	Bartonella quintana RM-11 
GCA_000294775.2	Bacillus oceanisediminis 2691 
GCA_000295655.1	Riemerella anatipestifer RA-CH-1 
GCA_000296215.2	Bradyrhizobium sp. CCGE-LA001 
GCA_000296575.1	Brachyspira pilosicoli B2904 
GCA_000296595.1	Staphylococcus aureus 08BA02176 
GCA_000296715.2	Brevibacillus brevis X23 
GCA_000297055.2	Sulfuricella denitrificans skB26 
GCA_000297075.2	Pseudomonas pseudoalcaligenes CECT 5344 
GCA_000298095.1	Mycobacterium indicus pranii MTCC 9506 
GCA_000298115.2	Lactobacillus buchneri CD034 
GCA_000298375.2	Chlamydia psittaci 84/55 
GCA_000298385.1	Candidatus Portiera aleyrodidarum BT-QVLC 
GCA_000298415.1	Chlamydia psittaci GR9 
GCA_000298435.2	Chlamydia psittaci MN 
GCA_000298455.2	Chlamydia psittaci VS225 
GCA_000298475.2	Chlamydia psittaci WS/RT/E30 
GCA_000298495.2	Chlamydia psittaci M56 
GCA_000298515.2	Chlamydia psittaci WC 
GCA_000298535.2	Chlamydia psittaci CP3 
GCA_000298555.2	Chlamydia psittaci NJ1 
GCA_000298875.1	Leuconostoc gelidum JB7 
GCA_000299015.1	Streptococcus pneumoniae gamPNI0373 
GCA_000299095.1	alpha proteobacterium HIMB5 
GCA_000299115.1	alpha proteobacterium HIMB59 
GCA_000299135.1	Streptococcus agalactiae GD201008-001 
GCA_000299235.1	Leptospirillum ferriphilum ML-04 
GCA_000299255.1	
GCA_000299335.2	Alcanivorax pacificus W11-5 
GCA_000299355.1	Gottschalkia acidurici 9a 
GCA_000299365.1	Candidatus Nitrosopumilus koreensis AR1 
GCA_000299395.1	Candidatus Nitrosopumilus sediminis 
GCA_000299435.1	Exiguobacterium antarcticum B7 
GCA_000299455.1	
GCA_000299475.1	
GCA_000299955.1	Alteromonas macleodii str. 'English Channel 673' 
GCA_000299965.1	Cycloclasticus sp. P1 
GCA_000299995.1	Alteromonas macleodii str. 'Black Sea 11' 
GCA_000300005.1	Alcanivorax dieselolei B5 
GCA_000300035.1	Candidatus Portiera aleyrodidarum BT-QVLC 
GCA_000300045.1	Borrelia garinii NMJW1 
GCA_000300075.1	Candidatus Portiera aleyrodidarum BT-B-HRs 
GCA_000300095.1	Paraburkholderia phenoliruptrix BR3459a 
GCA_000300135.1	Leuconostoc carnosum JB16 
GCA_000300175.1	Alteromonas macleodii str. 'Balearic Sea AD45' 
GCA_000300235.2	Thalassospira xiamenensis M-5 = DSM 17429 
GCA_000300255.2	Candidatus Methanomethylophilus alvus Mx1201 
GCA_000300295.4	Piscirickettsia salmonis LF-89 = ATCC VR-1361 
GCA_000300455.4	Kosakonia sacchari SP1 
GCA_000300475.1	Bacillus thuringiensis MC28 
GCA_000302475.3	Streptococcus agalactiae 
GCA_000302515.1	Propionibacterium acnes C1 
GCA_000302535.1	Acidovorax sp. KKS102 
GCA_000302575.1	Acinetobacter baumannii TYTH-1 
GCA_000303155.1	Candidatus Nitrososphaera gargensis Ga9.2 
GCA_000304215.1	Bifidobacterium asteroides PRL2011 
GCA_000304315.1	Methylocystis sp. SC2 
GCA_000304355.2	Methanoculleus bourgensis MS2 
GCA_000304415.1	Sinorhizobium meliloti Rm41 
GCA_000304455.1	Cardinium endosymbiont cEper1 of Encarsia pergandiella 
GCA_000304495.1	Chlamydia trachomatis E/SW3 
GCA_000304515.1	Chlamydia trachomatis F/SW4 
GCA_000304535.1	Chlamydia trachomatis F/SW5 
GCA_000304735.1	Borrelia afzelii HLJ01 
GCA_000305335.2	Streptococcus salivarius 57.I 
GCA_000305775.1	Dehalobacter sp. DCA 
GCA_000305785.2	Simiduia agarivorans SA1 = DSM 21679 
GCA_000305815.1	Dehalobacter sp. CF 
GCA_000305935.1	Thermacetogenium phaeum DSM 12270 
GCA_000306725.1	Methanolobus psychrophilus R15 
GCA_000306745.1	Bacillus thuringiensis Bt407 
GCA_000306765.2	Haloferax mediterranei ATCC 33500 
GCA_000306785.1	Modestobacter marinus 
GCA_000306805.1	Streptococcus intermedius JTH08 
GCA_000306825.1	Corynebacterium ulcerans 0102 
GCA_000306845.1	Legionella pneumophila subsp. pneumophila 
GCA_000306865.1	Legionella pneumophila subsp. pneumophila 
GCA_000306885.1	Wolbachia endosymbiont of Onchocerca ochengi 
GCA_000306905.1	Listeria monocytogenes SLCC2540 
GCA_000306945.1	Bordetella pertussis 18323 
GCA_000306985.1	Listeria monocytogenes SLCC7179 
GCA_000307005.1	Listeria monocytogenes SLCC2479 
GCA_000307025.1	Listeria monocytogenes ATCC 19117 
GCA_000307045.1	Listeria monocytogenes SLCC5850 
GCA_000307065.1	Listeria monocytogenes SLCC2376 
GCA_000307085.1	Listeria monocytogenes L312 
GCA_000307105.1	Desulfobacula toluolica Tol2 
GCA_000307125.1	Clostridium botulinum B str. Eklund 17B  
GCA_000307165.1	Amphibacillus xylanus NBRC 15112 
GCA_000307185.1	Streptococcus dysgalactiae subsp. equisimilis RE378 
GCA_000307535.1	Streptococcus pyogenes A20 
GCA_000307585.2	Thermoanaerobacterium saccharolyticum JW/SL-YS485 
GCA_000307615.1	Listeria monocytogenes SLCC2378 
GCA_000307975.2	Acinetobacter baumannii AC30 
GCA_000309565.2	Lactobacillus casei 12A 
GCA_000309885.1	Thermus oshimai JL-2 
GCA_000310065.1	Acidipropionibacterium acidipropionici ATCC 4875 
GCA_000310085.1	Alteromonas mediterranea DE1 
GCA_000310105.2	Pseudoalteromonas sp. Bsw20308 
GCA_000311765.1	Gluconobacter oxydans H24 
GCA_000312685.1	Lactococcus lactis subsp. cremoris UC509.9 
GCA_000312705.1	Anabaena sp. 90 
GCA_000313175.2	Leptospira santarosai serovar Shermani str. LT 821 
GCA_000313385.1	Francisella tularensis subsp. holarctica F92 
GCA_000313635.1	Mycoplasma hyorhinis SK76 
GCA_000316175.1	Pseudomonas sp. UW4 
GCA_000316515.1	Cyanobium gracile PCC 6307 
GCA_000316575.1	Calothrix sp. PCC 7507 
GCA_000316605.1	Leptolyngbya sp. PCC 7376 
GCA_000316625.1	Nostoc sp. PCC 7107 
GCA_000316645.1	Nostoc sp. PCC 7524 
GCA_000316665.1	Rivularia sp. PCC 7116 
GCA_000316685.1	Synechococcus sp. PCC 6312 
GCA_000317025.1	Pleurocapsa sp. PCC 7327 
GCA_000317045.1	Geitlerinema sp. PCC 7407 
GCA_000317065.1	Pseudanabaena sp. PCC 7367 
GCA_000317085.1	Synechococcus sp. PCC 7502 
GCA_000317105.1	Oscillatoria acuminata PCC 6304 
GCA_000317125.1	Chroococcidiopsis thermalis PCC 7203 
GCA_000317305.3	Mycobacterium neoaurum VKM Ac-1815D 
GCA_000317435.1	Calothrix sp. PCC 6303 
GCA_000317475.1	Oscillatoria nigro-viridis PCC 7112 
GCA_000317495.1	Crinalium epipsammum PCC 9333 
GCA_000317515.1	Microcoleus sp. PCC 7113 
GCA_000317555.1	Gloeocapsa sp. PCC 7428 
GCA_000317575.1	Stanieria cyanosphaera PCC 7437 
GCA_000317615.1	Dactylococcopsis salina PCC 8305 
GCA_000317635.1	Halothece sp. PCC 7418 
GCA_000317655.1	Cyanobacterium stanieri PCC 7202 
GCA_000317675.1	Cyanobacterium aponinum PCC 10605 
GCA_000317695.1	Anabaena cylindrica PCC 7122 
GCA_000317795.1	Caldisphaera lagunensis DSM 15908 
GCA_000317835.1	Deinococcus peraridilitoris DSM 19664 
GCA_000317855.1	Streptococcus dysgalactiae subsp. equisimilis AC-2713 
GCA_000317895.1	Bdellovibrio bacteriovorus str. Tiberius 
GCA_000317915.1	Enterococcus faecalis str. Symbioflor 1 
GCA_000317935.1	Bordetella parapertussis Bpp5 
GCA_000317955.1	Bordetella bronchiseptica MO149 
GCA_000317975.2	Carnobacterium maltaromaticum LMA28 
GCA_000318015.1	Bordetella bronchiseptica 253 
GCA_000318035.1	Lactobacillus casei W56 
GCA_000318055.1	Listeria monocytogenes serotype 4b str. LL195 
GCA_000318525.2	Chlamydia trachomatis A/363 
GCA_000318565.1	Chlamydia trachomatis A/7249 
GCA_000318645.1	Chlamydia trachomatis E/Bour 
GCA_000318765.1	Chlamydia trachomatis Ia/SotonIa1 
GCA_000318785.1	Chlamydia trachomatis Ia/SotonIa3 
GCA_000318825.1	Chlamydia trachomatis L1/440/LN 
GCA_000318845.1	Chlamydia trachomatis L1/115 
GCA_000318865.1	Chlamydia trachomatis L1/224 
GCA_000318885.1	Chlamydia trachomatis L2/25667R 
GCA_000318905.1	Chlamydia trachomatis L2b/8200/07 
GCA_000318925.1	Chlamydia trachomatis L2b/UCH-2 
GCA_000318985.1	Chlamydia trachomatis L2b/795 
GCA_000319105.1	Chlamydia trachomatis L3/404/LN 
GCA_000319225.1	Candidatus Kinetoplastibacterium crithidii  
GCA_000319245.1	Candidatus Kinetoplastibacterium blastocrithidii  
GCA_000319385.1	Candidatus Endolissoclinum faulkneri L2 
GCA_000319475.1	Bacillus velezensis AS43.3 
GCA_000319575.2	Spiribacter salinus M19-40 
GCA_000319655.2	Mycoplasma pneumoniae PO1 
GCA_000319675.2	Mycoplasma pneumoniae PI 1428 
GCA_000320385.2	Sinorhizobium meliloti GR4 
GCA_000321395.1	Bacillus subtilis subsp. subtilis str. BSP1 
GCA_000321415.2	Thioalkalivibrio nitratireducens DSM 14787 
GCA_000325665.1	Brachyspira pilosicoli P43/6/78 
GCA_000325705.1	Echinicola vietnamensis DSM 17526 
GCA_000325745.1	Liberibacter crescens BT-1 
GCA_000327045.1	Thioflavicoccus mobilis 8321 
GCA_000327065.1	Pseudomonas stutzeri RCH2 
GCA_000327485.1	Methanoregula formicica SMSP 
GCA_000327505.1	Aciduliprofundum sp. MAR08-339 
GCA_000328405.1	Vibrio parahaemolyticus BB22OP 
GCA_000328525.1	Halovivax ruber XH-70 
GCA_000328545.1	Thermoanaerobacterium thermosaccharolyticum M0795 
GCA_000328565.1	Mycobacterium sp. JS623 
GCA_000328625.1	Halobacteroides halobius DSM 5150 
GCA_000328665.1	Methanomethylovorans hollandica DSM 15978 
GCA_000328685.1	Natronococcus occultus SP4 
GCA_000328705.1	Saccharothrix espanaensis DSM 44229 
GCA_000328725.1	Mycoplasma cynos C142 
GCA_000328745.1	Bacillus subtilis BEST7613 
GCA_000328765.2	Tepidanaerobacter acetatoxydans Re1 
GCA_000329365.2	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC 2010K 0968 
GCA_000330485.2	Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120 
GCA_000330845.1	Enterobacteriaceae bacterium strain FGI 57 
GCA_000330865.1	Serratia sp. FGI94 
GCA_000330885.1	Rhizobium tropici CIAT 899 
GCA_000331065.1	Candidatus Blochmannia chromaiodes str. 640 
GCA_000331085.2	Mycoplasma pneumoniae M129-B7 
GCA_000331165.2	Mycolicibacterium smegmatis MKD8 
GCA_000331445.1	Mycobacterium tuberculosis 7199-99 
GCA_000331695.1	Riemerella anatipestifer RA-CH-2 
GCA_000331715.1	Lawsonia intracellularis N343 
GCA_000331735.1	Myxococcus stipitatus DSM 14675 
GCA_000331975.1	Candidatus Uzinura diaspidicola str. ASNER 
GCA_000331995.1	[Clostridium] stercorarium subsp. stercorarium DSM 8532 
GCA_000332115.1	Nonlabens dokdonensis DSW-6 
GCA_000332735.1	Staphylococcus warneri SG1 
GCA_000332755.1	Escherichia coli APEC O78 
GCA_000334405.1	Blattabacterium sp.  str. Tarazona 
GCA_000334515.1	Klebsiella aerogenes EA1509E 
GCA_000334875.2	Bacillus megaterium NCT-2 
GCA_000335875.2	Salmonella enterica subsp. enterica serovar Enteritidis str. 18569 
GCA_000335995.2	Salmonella enterica subsp. enterica serovar Gallinarum str. 9184 
GCA_000336405.1	Enterococcus faecium NRRL B-2354 
GCA_000336425.1	Serratia marcescens WW4 
GCA_000336445.1	Geobacillus sp. GHH01 
GCA_000336465.1	Pseudomonas poae RE*1-1-14 
GCA_000338095.1	Corynebacterium urealyticum DSM 7111 
GCA_000338115.2	Lactobacillus plantarum ZJ316 
GCA_000338695.1	Chlamydia psittaci Mat116 
GCA_000338715.2	Mycobacterium bovis BCG str. Korea 1168P 
GCA_000338735.1	Bacillus subtilis XF-1 
GCA_000338755.1	Bacillus thuringiensis serovar kurstaki str. HD73 
GCA_000338775.1	Sulfolobus acidocaldarius Ron12/I 
GCA_000339015.1	Cronobacter sakazakii SP291 
GCA_000340315.1	Sulfolobus acidocaldarius N8 
GCA_000340435.3	Mycobacterium haemophilum DSM 44634 
GCA_000340785.1	Synechocystis sp. PCC 6803 
GCA_000340795.1	Candidatus Kinetoplastibacterium desouzaii TCC079E 
GCA_000340825.1	Candidatus Kinetoplastibacterium crithidii TCC036E 
GCA_000340845.1	Streptomyces hygroscopicus subsp. jinggangensis TL01 
GCA_000340865.1	Candidatus Kinetoplastibacterium oncopeltii TCC290E 
GCA_000340885.1	Clostridium saccharoperbutylacetonicum N1-4 
GCA_000340905.1	Candidatus Kinetoplastibacterium galatii TCC219 
GCA_000340925.1	Candidatus Kinetoplastibacterium blastocrithidii TCC012E 
GCA_000341345.1	Corynebacterium halotolerans YIM 70093 = DSM 44683 
GCA_000341355.1	Bartonella australis Aust/NH1 
GCA_000341385.1	Bartonella vinsonii subsp. berkhoffii str. Winnie 
GCA_000341395.1	Desulfocapsa sulfexigens DSM 10523 
GCA_000341425.1	Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992 
GCA_000341465.2	Bordetella holmesii F627 
GCA_000341485.2	Bordetella holmesii H558 
GCA_000341655.1	Dehalococcoides mccartyi DCMB5 
GCA_000341665.1	Bacillus thuringiensis serovar thuringiensis str. IS5056 
GCA_000341695.1	Dehalococcoides mccartyi BTF08 
GCA_000341715.1	Methanosarcina mazei Tuc01 
GCA_000341855.1	Hydrogenobaculum sp. HO 
GCA_000341875.1	Bacillus velezensis UCMB5036 
GCA_000342265.1	beta proteobacterium CB 
GCA_000344335.2	Pseudomonas syringae pv. actinidiae ICMP 9853 
GCA_000344355.2	Pseudomonas syringae pv. actinidiae ICMP 18708 
GCA_000344475.3	Pseudomonas syringae pv. actinidiae str. Shaanxi M228 
GCA_000344575.1	Lactococcus lactis subsp. lactis IO-1 
GCA_000344745.1	Bacillus subtilis subsp. subtilis 6051-HGW 
GCA_000344765.1	Streptococcus suis SC070731 
GCA_000344785.1	Corynebacterium callunae DSM 20147 
GCA_000344805.1	Bradyrhizobium oligotrophicum S58 
GCA_000346065.1	Sinorhizobium meliloti 2011 
GCA_000346225.2	Pseudomonas sp. Lz4W 
GCA_000346595.1	Candidatus Liberibacter asiaticus str. gxpsy 
GCA_000347595.1	Bibersteinia trehalosi USDA-ARS-USMARC-192 
GCA_000347615.1	Legionella pneumophila subsp. pneumophila LPE509 
GCA_000347635.1	Paraglaciecola psychrophila 170 
GCA_000347675.2	Sphingomonas sp. MM-1 
GCA_000347695.1	Bifidobacterium thermophilum RBL67 
GCA_000348565.1	Edwardsiella piscicida C07-087 
GCA_000348585.1	Xanthomonas axonopodis Xac29-1 
GCA_000348725.1	Bdellovibrio exovorus JSS 
GCA_000348745.1	Micavibrio aeruginosavorus EPB 
GCA_000348765.2	Hydrogenobaculum sp. SN 
